date,open,high,low,close,adj_close,volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,target
1997-01-02,41.5625,43.125,40.875,43.125,23.234779,3221800,0.568932531993525,0.04449504344505539,0.5244374885484696,62.17263079225673,"[1, 0, 0]"
1997-01-03,43.0,43.125,41.9375,42.375,22.830696,2941200,0.5524402581966683,0.022402215718558938,0.5300380424781094,56.09438599978676,"[1, 0, 0]"
1997-01-06,42.4375,42.5625,41.6875,42.4375,22.864359,2311000,0.5382091005701071,0.00653684647359809,0.531672254096509,56.476249972741506,"[1, 0, 0]"
1997-01-07,42.25,42.25,41.375,41.9375,22.594978,2611600,0.48103985626930523,-0.040505918261763085,0.5215457745310683,52.53940382749084,"[1, 0, 0]"
1997-01-08,41.9375,42.0625,41.375,41.875,22.561291,2242600,0.42578144713026944,-0.07661146192063917,0.5023929090509086,52.05096957646025,"[1, 0, 0]"
1997-01-09,41.9375,42.0,41.5625,41.8125,22.527634,1937400,0.37264985652698357,-0.10379444201914007,0.47644429854612363,51.535019009121044,"[1, 0, 0]"
1997-01-10,41.25,42.125,41.25,41.875,22.561291,1874600,0.3317615749258067,-0.1157461788962536,0.4475077538220603,52.046913574823144,"[1, 0, 0]"
1997-01-13,41.9375,42.0625,41.375,41.6875,22.460276,1749800,0.2809885728174706,-0.1332153448036718,0.4142039176211424,50.32947653954776,"[1, 0, 0]"
1997-01-14,41.75,42.9375,41.625,42.625,22.965393,2608200,0.3127933310195701,-0.08112846928125789,0.39392180030082796,57.82344168197442,"[1, 0, 0]"
1997-01-15,42.375,42.75,42.125,42.25,22.76334,1900400,0.3042324625907966,-0.07175147016802508,0.3759839327588217,54.29473679730485,"[1, 0, 0]"
1997-01-16,42.375,42.8125,42.0625,42.8125,23.066406,2260800,0.338929987752401,-0.02964315600513656,0.3685731437575376,58.396041173458336,"[1, 0, 0]"
1997-01-17,42.8125,43.1875,42.5,42.8125,23.066406,2229400,0.362252208460184,-0.005056748237882824,0.36730895669806685,58.39604117345835,"[1, 0, 0]"
1997-01-20,42.9375,43.0,42.375,42.375,22.830696,1784000,0.34149608840548495,-0.020650294634065536,0.3621463830395505,54.023225276272356,"[1, 0, 0]"
1997-01-21,42.125,42.875,42.125,42.4375,22.864359,1843600,0.3263282326543049,-0.028654520308196485,0.35498275296250137,54.54685986041249,"[1, 0, 0]"
1997-01-22,42.25,42.25,41.3125,42.0,22.628647,1954000,0.27582545982754425,-0.0633258345079657,0.33915129433550995,50.233954654699545,"[1, 0, 0]"
1997-01-23,42.0,42.0,40.8125,40.8125,21.98885,1729600,0.1383851055065577,-0.1606129510631618,0.2989980565697195,40.803408479656134,"[1, 0, 0]"
1997-01-24,40.9375,40.9375,40.0,40.5,21.820477,2573800,0.004198103055557567,-0.23583996281132955,0.2400380658668871,38.7421868336967,"[0, 1, 0]"
1997-01-27,40.5,41.0625,40.3125,41.0,22.089872,1891200,-0.06109596556622421,-0.24090722514648907,0.17981125958026486,43.64728561078661,"[1, 0, 0]"
1997-01-28,42.25,42.5625,41.5625,41.6875,22.460276,4034400,-0.05671273197284421,-0.1892191932424873,0.13250646126964308,49.62073855098839,"[1, 0, 0]"
1997-01-29,41.6875,42.125,41.3125,42.125,22.695999,1791400,-0.017731990758967697,-0.12019076162288862,0.10245877086392093,53.03264231521018,"[1, 0, 0]"
1997-01-30,42.375,42.875,42.0,42.8125,23.066406,1436200,0.06785385481610007,-0.027683932838256695,0.09553778765435676,57.86208830688225,"[1, 0, 0]"
1997-01-31,43.0,43.125,42.5625,42.625,22.965393,1989000,0.11917776397245916,0.018911981054481913,0.10026578291797725,56.165850350966195,"[1, 0, 0]"
1997-02-03,42.5625,42.5625,41.8125,42.3125,22.79702,1364800,0.1331018778246147,0.026268875925309937,0.10683300189930475,53.358296702135334,"[1, 0, 0]"
1997-02-04,42.375,42.5625,42.25,42.5625,22.931717,1182200,0.16243727326064317,0.04448341708907072,0.11795385617157245,55.284016872540064,"[1, 0, 0]"
1997-02-05,42.6875,42.75,41.9375,42.0625,22.662321,1723600,0.14368366828019674,0.020583849686899428,0.12309981859329731,50.76926074534695,"[1, 0, 0]"
1997-02-06,42.0625,42.3125,41.375,41.9375,22.594978,1751000,0.11738174223250297,-0.004574461088635476,0.12195620332113845,49.677028466837676,"[1, 0, 0]"
1997-02-07,42.1875,42.375,41.5625,42.1875,22.729681,1554200,0.11538015638620891,-0.005260837547943639,0.12064099393415255,51.90558420223962,"[1, 0, 0]"
1997-02-10,42.1875,42.3125,41.625,41.75,22.493967,1078400,0.07759680386975987,-0.034435352051514156,0.11203215592127402,47.9072321199027,"[1, 0, 0]"
1997-02-11,42.0,42.0625,41.5,42.0625,22.662321,1246200,0.07203894302217861,-0.03199457031927634,0.10403351334145496,50.821306199509884,"[1, 0, 0]"
1997-02-12,42.1875,43.125,42.125,43.125,23.234779,1600600,0.1516213717823689,0.03807028675273115,0.11355108502963775,59.181938606594095,"[1, 0, 0]"
1997-02-13,43.1875,43.3125,42.625,43.125,23.234779,1349600,0.21224439862545097,0.07895465087665057,0.1332897477488004,59.1819386065941,"[1, 0, 0]"
