date,open,high,low,close,adj_close,volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,target
2000-01-03,46.5625,46.875,45.78125,46.09375,26.64477,4642400,-0.8655729787893662,0.07853385046136163,-0.9441068292507279,40.76618564610689,"[1, 0, 0]"
2000-01-04,45.5625,45.78125,44.375,44.40625,25.6693,7822200,-1.0043423260572126,-0.04818839744518777,-0.9561539286120249,34.678288199469854,"[1, 0, 0]"
2000-01-05,44.40625,45.40625,44.21875,44.875,25.940264,8229600,-1.0642260901439045,-0.08645772922550365,-0.9777683609184008,37.47164514512423,"[1, 0, 0]"
2000-01-06,45.15625,46.96875,45.0625,46.28125,26.753166,5356400,-0.9868361492985045,-0.007254230704082931,-0.9795819185944216,45.06177858652072,"[1, 0, 0]"
2000-01-07,47.0625,48.46875,46.8125,48.25,27.891211,9863800,-0.7579057267068237,0.17734095351007828,-0.9352466802169019,53.56081545188135,"[1, 0, 0]"
2000-01-10,48.34375,48.46875,47.03125,47.03125,27.186705,4928600,-0.667129404428934,0.21449382063037437,-0.8816232250593083,48.55329672526136,"[1, 0, 0]"
2000-01-11,46.5,47.46875,46.46875,47.1875,27.277018,6153000,-0.5759413524513448,0.24454549808637083,-0.8204868505377156,49.20891786461795,"[1, 0, 0]"
2000-01-12,46.9375,47.53125,46.59375,46.75,27.024124,5163200,-0.5328345726688895,0.23012182229506095,-0.7629563949639504,47.387934848018766,"[1, 0, 0]"
2000-01-13,46.96875,48.0,46.53125,46.6875,26.988003,4659200,-0.4979750207291431,0.21198509938784593,-0.7099601201169891,47.11967786452153,"[1, 0, 0]"
2000-01-14,46.96875,47.1875,46.40625,46.84375,27.078327,5404800,-0.45252408948598344,0.20594882450480445,-0.6584729139907879,47.91351785437791,"[1, 0, 0]"
2000-01-18,46.0,46.53125,45.53125,45.65625,26.391878,4870000,-0.506486760569139,0.12158892273731914,-0.6280756833064581,42.67067684235813,"[1, 0, 0]"
2000-01-19,45.5,46.03125,45.3125,45.8125,26.482189,5507400,-0.5305288902147041,0.07803743447340328,-0.6085663246881073,43.546011950849255,"[1, 0, 0]"
2000-01-20,46.125,46.15625,45.03125,45.96875,26.572529,4823400,-0.5308550158320031,0.062169047084883355,-0.5930240629168865,44.459270603462016,"[1, 0, 0]"
2000-01-21,45.875,45.875,44.8125,44.9375,25.976393,8538000,-0.6073258548104263,-0.011441433514831845,-0.5958844212955945,39.87444861589527,"[1, 0, 0]"
2000-01-24,45.0625,45.09375,41.78125,41.84375,24.188051,11304200,-0.9071126847244599,-0.24898261074309236,-0.6581300739813676,29.909497035647572,"[1, 0, 0]"
2000-01-25,41.9375,43.46875,41.78125,42.625,24.639652,12956800,-1.0693290023525535,-0.3289591426969486,-0.7403698596556049,34.36989009255606,"[1, 0, 0]"
2000-01-26,43.125,43.4375,41.53125,41.75,24.133844,9491400,-1.2540360432024613,-0.41093294683748516,-0.8431030963649762,31.919827411906926,"[1, 0, 0]"
2000-01-27,41.875,41.96875,40.25,40.25,23.266766,12406600,-1.5041166473646044,-0.5288108407997025,-0.9753058065649018,28.207611297637417,"[1, 0, 0]"
2000-01-28,40.4375,42.59375,40.4375,42.25,24.422882,12340000,-1.5233636546441787,-0.43844627846342155,-1.0849173761807571,38.48083143586528,"[1, 0, 0]"
2000-01-31,42.59375,43.375,41.40625,43.03125,24.874477,9055200,-1.4587610118615828,-0.29907490854466046,-1.1596861033169223,41.97381792144239,"[1, 0, 0]"
2000-02-01,42.71875,42.75,42.1875,42.40625,24.513197,6079200,-1.4413798984352013,-0.22535503609462304,-1.2160248623405783,40.01633307964566,"[1, 0, 0]"
2000-02-02,42.75,43.15625,42.46875,42.6875,24.675772,5791600,-1.388900337791334,-0.13830038036060444,-1.2505999574307296,41.34202973814931,"[1, 0, 0]"
2000-02-03,42.5,42.5,40.9375,41.65625,24.079653,10237200,-1.4142209060869817,-0.13089675892500163,-1.28332414716198,38.02368524518538,"[1, 0, 0]"
2000-02-04,41.5625,41.8125,40.90625,41.0625,23.736439,6906000,-1.4653071529728905,-0.14558640464872807,-1.3197207483241624,36.22102154241049,"[1, 0, 0]"
2000-02-07,40.78125,41.0,40.5,40.71875,23.537725,5822000,-1.5160549856843843,-0.1570673898881776,-1.3589875957962068,35.181116012974336,"[1, 0, 0]"
2000-02-08,41.21875,41.5,40.625,41.03125,23.718363,6125400,-1.5136089288551062,-0.12369706644711931,-1.389911862407987,36.953215630642596,"[1, 0, 0]"
2000-02-09,41.03125,41.0625,39.84375,40.0,23.122257,12422600,-1.5767083552269767,-0.14943719425519175,-1.427271160971785,33.680805865846466,"[1, 0, 0]"
2000-02-10,39.90625,40.1875,38.75,39.0,22.544193,11344800,-1.6879491211282769,-0.20854236812519344,-1.4794067530030834,30.82974734867176,"[1, 0, 0]"
2000-02-11,38.875,39.21875,37.96875,38.71875,22.46224,10233200,-1.778303577362884,-0.23911745948784024,-1.5391861178750437,30.05906339635838,"[1, 0, 0]"
