date,open,high,low,close,adj_close,volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,target
1981-01-02,0.816074,0.83635,0.816074,0.83635,0.196457,1647338,-0.025152166083980076,0.012463185168398547,-0.03761535125237862,49.455132455242314,"[1, 0, 0]"
1981-01-05,0.83635,0.871831,0.83635,0.866762,0.203601,3948185,-0.018835295960161536,0.015024044233773674,-0.03385934019393521,56.01808236706342,"[1, 0, 0]"
1981-01-06,0.866762,0.887037,0.866762,0.8769,0.205983,6234236,-0.012862804598649413,0.01679722847622864,-0.029660033074878054,57.97693489532774,"[1, 0, 0]"
1981-01-07,0.856625,0.856625,0.831281,0.856625,0.20122,5782944,-0.009654296499474468,0.01600458926032287,-0.02565888575979734,52.902400303055714,"[1, 0, 0]"
1981-01-08,0.851556,0.851556,0.816074,0.826212,0.194076,2717614,-0.00945659589186465,0.012961831894346153,-0.022418427786210803,46.349030143887205,"[1, 0, 0]"
1981-01-09,0.826212,0.831281,0.811006,0.821143,0.192885,1632541,-0.009598299451237469,0.010256102667978668,-0.019854402119216137,45.34087599662958,"[1, 0, 0]"
1981-01-12,0.821143,0.83635,0.811006,0.811006,0.190504,2720080,-0.010408588001159291,0.007556651294445476,-0.017965239295604767,43.3119515217805,"[1, 0, 0]"
1981-01-13,0.811006,0.821143,0.805937,0.811006,0.190504,2434015,-0.010924813070173234,0.005632340980345228,-0.016557154050518462,43.31195152178051,"[1, 0, 0]"
1981-01-14,0.811006,0.816074,0.805937,0.811006,0.190504,4737329,-0.011204763616321722,0.004281912347357393,-0.015486675963679116,43.311951521780514,"[1, 0, 0]"
1981-01-15,0.811006,0.816074,0.800868,0.805937,0.189314,2456210,-0.011700773148303423,0.0030287222523005565,-0.01472949540060398,42.134400619331565,"[1, 0, 0]"
1981-01-16,0.805937,0.811006,0.800868,0.805937,0.189314,3065330,-0.01195604246084403,0.0022187623518079604,-0.01417480481265199,42.13440061933156,"[1, 0, 0]"
1981-01-19,0.805937,0.846487,0.805937,0.805937,0.189314,1671998,-0.012019788589349156,0.0017240129786422684,-0.013743801567991425,42.134400619331565,"[1, 0, 0]"
1981-01-20,0.805937,0.811006,0.800868,0.800868,0.188123,4808845,-0.01233711916194602,0.0011253459248363254,-0.013462465086782345,40.750641681112036,"[1, 0, 0]"
1981-01-21,0.800868,0.800868,0.79073,0.800868,0.188123,2157815,-0.012445146030368615,0.0008138552451309854,-0.0132590012754996,40.75064168111204,"[1, 0, 0]"
1981-01-22,0.800868,0.800868,0.775524,0.775524,0.18217,4268774,-0.014409701029499011,-0.0009205598031995291,-0.013489141226299482,34.23173497882683,"[1, 0, 0]"
1981-01-23,0.775524,0.785662,0.770455,0.770455,0.180979,3706510,-0.016189033851843337,-0.0021599141004350828,-0.014029119751408255,33.09151466349847,"[1, 0, 0]"
1981-01-26,0.770455,0.775524,0.75018,0.770455,0.183882,2557319,-0.017398607614627748,-0.0026955902905755943,-0.014703017324052154,33.09151466349847,"[1, 0, 0]"
1981-01-27,0.775524,0.800868,0.775524,0.800868,0.191141,2061638,-0.015721896373337763,-0.000815103239428485,-0.014906793133909278,45.681235119685184,"[1, 0, 0]"
1981-01-28,0.800868,0.805937,0.795799,0.800868,0.191141,1472246,-0.014229066809667956,0.0005421810593930574,-0.014771247869061014,45.681235119685184,"[1, 0, 0]"
1981-01-29,0.800868,0.826212,0.795799,0.811006,0.19356,1967927,-0.012088587045429033,0.0021461286589055852,-0.014234715704334619,49.36465362319791,"[1, 0, 0]"
1981-01-30,0.811006,0.816074,0.79073,0.800868,0.191141,3151643,-0.011082540654125728,0.002521740040167114,-0.013604280694292842,46.005026002675024,"[1, 0, 0]"
1981-02-02,0.800868,0.805937,0.780593,0.79073,0.188721,1427857,-0.010976760254624685,0.002102016351734527,-0.013078776606359211,42.863454817545716,"[1, 0, 0]"
