date,open,high,low,close,adj_close,volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,target
2008-01-02,52.09,52.32,50.790001,51.040001,40.902168,8053700,-1.5287331381281035,-0.08014141190552904,-1.4485917262225745,38.98536484778001,"[1, 0, 0]"
2008-01-03,51.200001,51.5,50.200001,50.41,40.39732,7753200,-1.5674539788498478,-0.09508980210181872,-1.472364176748029,37.201359006478285,"[1, 0, 0]"
2008-01-04,49.990002,49.990002,48.709999,49.139999,39.379547,8501400,-1.6812387175480836,-0.16709963264004357,-1.51413908490804,33.83959422388248,"[1, 0, 0]"
2008-01-07,49.529999,50.099998,48.59,49.360001,39.555847,14031100,-1.7336768721686582,-0.1756302298084944,-1.5580466423601638,34.93645992552611,"[1, 0, 0]"
2008-01-08,49.700001,49.700001,47.759998,47.950001,38.425911,11721000,-1.8674825275304343,-0.24754870813621643,-1.6199338193942179,31.349229053444194,"[1, 0, 0]"
2008-01-09,47.939999,49.09,47.330002,49.080002,39.33147,10971500,-1.8608916361183745,-0.19276625337932507,-1.6681253827390494,36.93771938016096,"[1, 0, 0]"
2008-01-10,47.860001,49.73,46.57,48.919998,39.203247,18732300,-1.8472849418654178,-0.14332764730109449,-1.7039572945643233,36.48482385039761,"[1, 0, 0]"
2008-01-11,44.619999,44.869999,42.900002,44.0,35.260483,57219900,-2.2080512191103523,-0.40327513963682327,-1.804776079473529,25.94901982088395,"[1, 0, 0]"
2008-01-14,44.099998,44.869999,43.450001,44.5,35.661171,18554900,-2.4256538440844793,-0.4967022116887603,-1.928951632395719,28.21764573953749,"[1, 0, 0]"
2008-01-15,43.860001,44.419998,42.52,42.77,34.274803,16955000,-2.706503150328203,-0.622041214345987,-2.084461935982216,25.3265116380127,"[0, 1, 0]"
2008-01-16,42.610001,44.82,42.27,44.240002,35.452824,17365200,-2.77843332302254,-0.5551771096322593,-2.2232562133902807,31.727536841259653,"[1, 0, 0]"
2008-01-17,44.299999,45.25,42.41,42.669998,34.194649,16980000,-2.9283682979480403,-0.5640896676462077,-2.3642786303018326,28.88012860542577,"[1, 0, 0]"
2008-01-18,43.0,44.709999,42.509998,43.610001,34.947941,18525300,-2.9374810071010913,-0.4585619014394071,-2.478919105661684,32.77046072585713,"[1, 0, 0]"
2008-01-22,41.150002,45.200001,41.150002,43.34,34.731571,19895200,-2.9326835683224104,-0.363011570128581,-2.5696719981938294,32.22519020108052,"[1, 0, 0]"
2008-01-23,42.330002,46.599998,41.630001,46.209999,37.031536,19736300,-2.6665582066773155,-0.07750896678678876,-2.5890492398905267,43.06894655464992,"[1, 0, 0]"
2008-01-24,46.400002,48.66,46.400002,47.110001,37.752762,15543400,-2.355872271409204,0.18654157478505828,-2.5424138461942625,45.98740108022489,"[1, 0, 0]"
2008-01-25,47.66,48.23,45.029999,45.439999,36.414463,12691400,-2.2188293503711094,0.25886759665852255,-2.477696947029632,41.71426693545685,"[1, 0, 0]"
2008-01-28,46.099998,47.439999,45.029999,47.400002,37.985153,9410200,-1.929820220208839,0.43830138145663433,-2.3681216016654734,47.84014646032678,"[1, 0, 0]"
2008-01-29,47.669998,48.189999,46.369999,47.799999,38.305717,12616600,-1.6494877197089508,0.5749071055652184,-2.224394825274169,49.01777853288277,"[1, 0, 0]"
2008-01-30,47.689999,49.099998,47.0,47.34,37.93708,12645500,-1.4477514903177635,0.6213146679651249,-2.0690661582828884,47.68445685895454,"[1, 0, 0]"
2008-01-31,46.689999,50.099998,46.310001,49.130001,39.371544,16150600,-1.1304053448937026,0.7509286507113486,-1.8813339956050512,53.03764215578088,"[1, 0, 0]"
2008-02-01,48.880001,50.040001,48.75,49.599998,39.748184,10495100,-0.8313975746054112,0.8399491367997121,-1.6713467114051233,54.35823950502363,"[0, 0, 1]"
2008-02-04,48.610001,49.0,47.560001,47.66,38.19352,9420500,-0.7424152864922959,0.743145139930262,-1.485560426422558,48.31841787710737,"[1, 0, 0]"
2008-02-05,46.82,47.080002,45.650002,45.700001,36.622826,11305200,-0.820592442113167,0.5319743874475129,-1.3525668295606799,43.10710831597757,"[1, 0, 0]"
2008-02-06,46.110001,47.23,45.669998,45.869999,36.759064,9446800,-0.8589297755242313,0.394909643229159,-1.2538394187533903,43.67453738329043,"[1, 0, 0]"
2008-02-07,45.299999,47.16,45.290001,46.450001,37.223862,15578900,-0.8329098085326336,0.3367436881766055,-1.1696534967092391,45.665661434346404,"[1, 0, 0]"
2008-02-08,45.900002,45.939999,43.900002,44.98,36.045841,16275100,-0.9202969818750191,0.19948521186737622,-1.1197821937423953,41.64726432614788,"[1, 0, 0]"
2008-02-11,44.509998,44.939999,44.07,44.630001,35.76535,10734000,-1.006195149230166,0.09086963560978356,-1.0970647848399495,40.72831120050264,"[1, 0, 0]"
2008-02-12,45.32,46.200001,44.599998,45.080002,36.125973,8275400,-1.0261301561411145,0.05674770295906795,-1.0828778591001824,42.4854888537053,"[1, 0, 0]"
2008-02-13,45.5,47.0,45.290001,46.849998,37.544403,10825500,-0.8888586982378328,0.15521532868987986,-1.0440740269277127,48.90222063359177,"[1, 0, 0]"
2008-02-14,46.959999,47.0,45.66,45.689999,36.614807,6217700,-0.8637159241171659,0.14428648224843732,-1.0080024063656032,45.33263785630288,"[1, 0, 0]"
2008-02-15,45.48,46.119999,44.810001,45.110001,36.150013,11125200,-0.8804418996737056,0.10204840535351822,-0.9824903050272238,43.61824393456109,"[1, 0, 0]"
2008-02-19,45.540001,46.029999,44.279999,44.549999,35.701241,8030500,-0.9281852947715876,0.04344400820450889,-0.9716293029760965,41.967935941402374,"[1, 0, 0]"
2008-02-20,44.23,45.43,43.93,45.299999,36.30228,6338700,-0.8951844186258029,0.06115590748023492,-0.9563403261060378,44.970870301792736,"[1, 0, 0]"
2008-02-21,45.540001,45.77,44.32,44.68,35.805428,10630600,-0.9085861091825223,0.038203373538812535,-0.9467894827213348,42.99042013007246,"[1, 0, 0]"
2008-02-22,44.32,45.139999,43.73,45.060001,36.109943,7695200,-0.8784182814513741,0.05469696101596855,-0.9331152424673427,44.6007503531677,"[1, 0, 0]"
2008-02-25,45.099998,45.419998,43.900002,45.209999,36.230145,8155900,-0.8328064018164056,0.0802470725207497,-0.9130534743371553,45.2580640289389,"[1, 0, 0]"
2008-02-26,45.009998,46.27,44.400002,45.810001,36.710999,9715800,-0.7397165200304201,0.13866956344538828,-0.8783860834758084,47.91996541611087,"[1, 0, 0]"
2008-02-27,45.310001,46.810001,45.220001,46.07,36.919331,6635800,-0.6376123731037424,0.1926189682976528,-0.8302313414013952,49.07555021034207,"[1, 0, 0]"
2008-02-28,45.419998,45.5,44.360001,44.419998,35.597065,8205600,-0.6819740998921873,0.11860579320736642,-0.8005798930995537,42.613436579260664,"[1, 0, 0]"
2008-02-29,44.02,44.09,42.139999,42.299999,33.898144,14317800,-0.8780753832746768,-0.061996392140098444,-0.8160789911345784,36.04591720396028,"[1, 0, 0]"
2008-03-03,42.200001,42.669998,41.529999,42.080002,33.721851,10681100,-1.0392590510726407,-0.17854404795044987,-0.8607150031221908,35.435593413561215,"[1, 0, 0]"
2008-03-04,41.77,42.790001,41.0,42.650002,34.178638,12459100,-1.1082290580246337,-0.19801124392195413,-0.9102178141026795,38.34827001120648,"[1, 0, 0]"
2008-03-05,43.049999,43.369999,41.830002,42.23,33.842056,8615500,-1.183140430331477,-0.21833809298303797,-0.964802337348439,37.0229189060036,"[1, 0, 0]"
2008-03-06,42.110001,42.110001,41.0,41.290001,33.088772,11074800,-1.303334269827353,-0.270825545983131,-1.0325087238442219,34.17604829439111,"[1, 0, 0]"
2008-03-07,40.880001,42.57,40.549999,41.529999,33.281082,9754900,-1.3635052806024532,-0.264797245406585,-1.0987080351958682,35.53893410593763,"[1, 0, 0]"
2008-03-10,41.560001,41.560001,40.0,40.040001,32.087048,10031500,-1.5139695280119767,-0.33220919425288664,-1.18176033375909,31.217425789045354,"[1, 0, 0]"
2008-03-11,41.610001,43.93,41.099998,43.830002,35.124256,14087200,-1.3122651460335462,-0.10440384981956474,-1.2078612962139814,48.40388107626178,"[1, 0, 0]"
2008-03-12,43.84,44.990002,42.599998,42.740002,34.250755,11260700,-1.2262316257252692,-0.014696263609030202,-1.211535362116239,44.927019861181584,"[1, 0, 0]"
2008-03-13,42.07,43.310001,41.049999,42.700001,34.2187,12272800,-1.1480432593786176,0.05079368219009717,-1.1988369415687148,44.79984165848399,"[1, 0, 0]"
